formula,band gap
NaTaCsVO6,2.363009793
NaTaGaNbO6,1.730621385
NaTaGaTaO6,2.222919423
NaTaKNbO6,3.540237672
NaTaKSbO6,4.704438422
NaTaLaAlO6,5.463483714
NaTaLaGaO6,5.783047389
NaTaLaInO6,5.796447733
NaTaLaScO6,5.81349461
NaTaLiNbO6,3.680629719
NaTaLiVO6,2.329410389
NaTaMgTiO6,5.507143417
NaTaMgZrO6,6.569568849
NaTaNaNbO6,3.647117014
NaTaNaSbO6,5.074337872
NaTaNaVO6,2.169068677
NaTaPbHfO6,5.305299178
NaTaPbTiO6,4.039463554
NaTaPbZrO6,5.216403865
NaTaRbNbO6,3.480014569
NaTaSnHfO6,3.914535872
NaTaSnTiO6,3.195873205
NaTaSnZrO6,3.898925658
NaTaSrGeO6,5.506571885
NaTaSrHfO6,5.245269065
NaTaSrSiO6,5.199998746
NaTaSrSnO6,5.861567096
NaTaSrTiO6,3.984039403
NaTaSrZrO6,5.150326621
NaTaTlNbO6,1.759992136
NaTaTlTaO6,2.248121897
NaTaYAlO6,5.979767534
NaVAgNbO6,2.024041846
NaVCaGeO6,2.040410527
NaVCaSiO6,1.556374115
NaVCaSnO6,2.198835873
NaVCaTiO6,2.748175665
NaVKNbO6,2.30764797
NaVLaAlO6,2.104043702
NaVLaGaO6,2.327056312
NaVLaInO6,2.544322997
NaVLiNbO6,2.81010926
NaVLiVO6,1.782964202
NaVMgTiO6,2.975484912
NaVRbNbO6,2.345476269
NaVSnTiO6,0.833213251
NaVSrGeO6,1.851035372
NaVSrSiO6,1.548547901
NaVSrSnO6,2.194622653
NaVSrTiO6,2.053965934
NaVTlNbO6,0.48533037
NaVYAlO6,2.225434488
PbHfAgNbO6,4.224152118
PbHfBaSnO6,5.867489513
PbHfBaTiO6,4.715173396
PbHfCaGeO6,5.438871864
PbHfCaSiO6,6.23205056
PbHfCaSnO6,6.036393612
PbHfCaTiO6,4.381883728
PbHfCsVO6,1.830093634
PbHfGaNbO6,2.729158284
PbHfGaTaO6,3.513598295
PbHfInNbO6,1.491118527
PbHfKNbO6,4.347420461
PbHfKSbO6,5.483723223
PbHfLaAlO6,6.240145632
PbHfLaGaO6,6.330118621
PbHfLaInO6,5.39337693
PbHfLiNbO6,4.317254424
PbHfLiVO6,1.971901666
PbHfMgTiO6,4.089321614
PbHfNaNbO6,4.135896987
PbHfNaSbO6,5.76696615
PbHfNaVO6,1.9634335
PbHfPbTiO6,4.510073988
PbHfPbZrO6,5.083910042
PbHfRbNbO6,4.294597438
PbHfSnHfO6,4.399268884
PbHfSnTiO6,3.97386115
PbHfSnZrO6,4.38249106
PbHfSrGeO6,6.239783015
PbHfSrSiO6,6.223094959
PbHfSrSnO6,5.969245121
PbHfSrTiO6,4.511809568
PbHfTlNbO6,2.759636618
PbHfTlTaO6,3.520176139
PbHfYAlO6,5.658814835
PbTiAgNbO6,3.374084532
PbTiBaSnO6,4.748196307
PbTiBaTiO6,3.64716967
PbTiCaGeO6,4.326039143
PbTiCaSiO6,3.616892582
PbTiCaSnO6,3.866511669
PbTiCaTiO6,3.759636442
PbTiLaAlO6,4.438175554
PbTiLaGaO6,4.949207085
PbTiLaInO6,4.37995343
PbTiLiNbO6,3.632440439
PbTiLiVO6,1.564150221
PbTiMgTiO6,3.54079145
PbTiNaNbO6,3.603454802
PbTiNaSbO6,4.20100595
PbTiNaVO6,2.078686619
PbTiSnTiO6,2.740887039
PbTiSrGeO6,4.214439804
PbTiSrSiO6,3.639510723
PbTiSrSnO6,4.982430469
PbTiSrTiO6,3.754054864
PbTiTlNbO6,2.253986807
PbTiYAlO6,3.887638405
PbZrAgNbO6,4.166115284
PbZrBaSnO6,5.796148247
PbZrBaTiO6,4.688502615
PbZrCaGeO6,6.26137224
PbZrCaSiO6,6.062284869
PbZrCaSnO6,5.978942608
PbZrCaTiO6,4.347411697
PbZrCsVO6,2.327454613
PbZrGaNbO6,2.728501752
PbZrInNbO6,1.502295363
PbZrKNbO6,4.301584994
PbZrKSbO6,5.411015669
PbZrLaAlO6,6.123085031
PbZrLaGaO6,5.792527133
PbZrLaInO6,5.413060914
PbZrLiNbO6,4.322954385
PbZrLiVO6,1.984307728
PbZrMgTiO6,4.199383995
PbZrNaNbO6,4.26853485
PbZrNaSbO6,5.661587712
PbZrNaVO6,1.975980895
PbZrPbTiO6,4.486692552
PbZrRbNbO6,4.42595383
PbZrSnHfO6,4.382511212
PbZrSnTiO6,3.967840494
PbZrSnZrO6,4.372622984
PbZrSrGeO6,6.143619812
PbZrSrSiO6,6.047798161
PbZrSrSnO6,5.909817046
PbZrSrTiO6,4.782362473
PbZrTlNbO6,2.769123763
PbZrYAlO6,5.580683524
RbNbAgNbO6,3.000554212
RbNbBaSnO6,4.582478857
RbNbBaTiO6,3.825994961
RbNbCaGeO6,4.444933002
RbNbCaSiO6,3.961833599
RbNbCaSnO6,4.978006733
RbNbCaTiO6,3.464606286
RbNbGaNbO6,1.501461081
RbNbLaAlO6,4.45268281
RbNbLaGaO6,4.739790941
RbNbLaInO6,4.788646563
RbNbLiNbO6,3.132605798
RbNbMgTiO6,3.912256022
RbNbNaNbO6,3.104351528
RbNbNaSbO6,4.001396256
RbNbPbTiO6,3.927842162
RbNbSnTiO6,2.827129685
RbNbSnZrO6,3.402918374
RbNbSrGeO6,4.380221184
RbNbSrSiO6,3.912411102
RbNbSrSnO6,4.866665774
RbNbSrTiO6,3.404490411
RbNbTlNbO6,1.926609234
RbNbTlTaO6,1.755772218
RbNbYAlO6,4.581560313
RbTaAgNbO6,3.372259
RbTaAgTaO6,3.912786912
RbTaBaSnO6,5.005447926
RbTaBaTiO6,3.725461181
RbTaCaGeO6,5.172654926
RbTaCaHfO6,5.344751259
RbTaCaSiO6,5.009983702
RbTaCaSnO6,5.542419882
RbTaCaTiO6,4.15025041
RbTaCaZrO6,5.289425231
RbTaCsNbO6,3.244169484
RbTaCsVO6,2.256230932
RbTaGaNbO6,1.714926982
RbTaGaTaO6,2.197091366
RbTaKNbO6,3.385357147
RbTaKSbO6,4.138193241
RbTaLaAlO6,5.350370897
RbTaLaGaO6,5.68309794
RbTaLaInO6,5.659890797
RbTaLaScO6,5.569235185
RbTaLiNbO6,3.503887171
RbTaLiTaO6,4.063775902
RbTaLiVO6,2.256156773
RbTaMgTiO6,5.087929236
RbTaMgZrO6,6.155481471
RbTaNaNbO6,3.480365291
RbTaNaSbO6,4.486824192
RbTaNaTaO6,4.032147769
RbTaNaVO6,1.992431484
RbTaPbHfO6,5.152195244
RbTaPbTiO6,3.863966354
RbTaPbZrO6,5.061727768
RbTaRbNbO6,3.324907538
RbTaSnHfO6,4.788507051
RbTaSnTiO6,3.187687673
RbTaSnZrO6,4.738259487
RbTaSrGeO6,4.886605861
RbTaSrHfO6,5.101717351
RbTaSrSiO6,4.925639137
RbTaSrSnO6,5.339337693
RbTaSrTiO6,3.820417026
RbTaSrZrO6,5.004836343
RbTaTlNbO6,1.755690239
RbTaTlTaO6,2.236308333
RbTaYAlO6,5.611690741
SnHfAgNbO6,3.209983605
SnHfBaSnO6,5.174115888
SnHfBaTiO6,4.117569876
SnHfCaGeO6,4.190195999
SnHfCaSiO6,4.879451562
SnHfCaSnO6,3.946579171
SnHfCaTiO6,3.352056245
SnHfCsVO6,1.553908766
SnHfGaNbO6,2.680932059
SnHfGaTaO6,3.434604475
SnHfInNbO6,1.463743255
SnHfKNbO6,4.033855052
SnHfLaAlO6,4.926783336
SnHfLaGaO6,4.783226641
SnHfLaInO6,4.45984096
SnHfLiNbO6,3.257029919
SnHfLiVO6,0.650198371
SnHfMgTiO6,3.126042499
SnHfNaNbO6,3.140093285
SnHfNaSbO6,4.99990274
SnHfNaVO6,1.483239949
SnHfPbTiO6,3.974059783
SnHfRbNbO6,4.012968027
SnHfSnTiO6,3.527115883
SnHfSnZrO6,3.970705007
SnHfSrGeO6,5.080946049
SnHfSrSiO6,4.896460123
SnHfSrSnO6,5.171032937
SnHfSrTiO6,4.144891869
SnHfTlNbO6,2.709728065
SnHfYAlO6,4.336146837
SnTiYAlO6,2.700036899
SnZrAgNbO6,3.229537258
SnZrBaSnO6,5.135553587
SnZrBaTiO6,4.111540315
SnZrCaGeO6,4.991572731
SnZrCaSiO6,4.77896532
SnZrCaSnO6,5.126303777
SnZrCaTiO6,3.430578699
SnZrCaZrO6,4.884594323
SnZrCsVO6,1.579963591
SnZrGaNbO6,2.679548904
SnZrGaTaO6,3.407617962
SnZrInNbO6,1.473774385
SnZrKNbO6,4.021001601
SnZrKSbO6,4.839100803
SnZrLaAlO6,4.858929864
SnZrLaGaO6,4.692095969
SnZrLaInO6,4.423128282
SnZrLiNbO6,3.330009183
SnZrLiVO6,1.496601007
SnZrMgTiO6,3.24826497
SnZrNaNbO6,3.218716099
SnZrNaSbO6,4.940578625
SnZrNaVO6,1.507160671
SnZrPbTiO6,3.968205092
SnZrSnTiO6,3.745150863
SnZrSrGeO6,5.012190275
SnZrSrSiO6,4.792990418
SnZrSrSnO6,5.135155814
SnZrSrTiO6,4.137110462
SnZrTlNbO6,3.199119137
SnZrTlTaO6,3.711956415
SnZrYAlO6,4.252384233
SrGeAgNbO6,4.17527143
SrGeCaGeO6,2.594730579
SrGeCaSiO6,3.610404089
SrGeCaSnO6,3.176619834
SrGeCaTiO6,4.854383494
SrGeLaAlO6,5.326796507
SrGeLaGaO6,3.461904133
SrGeLaInO6,3.979319695
SrGeLiVO6,2.036765745
SrGeMgTiO6,5.057554717
SrGeSnTiO6,3.278589306
SrGeYAlO6,5.805413062
SrHfAgNbO6,4.176895192
SrHfAgTaO6,4.200189633
SrHfBaSnO6,6.263415327
SrHfBaTiO6,4.710168434
SrHfCaGeO6,6.746283956
SrHfCaSiO6,7.294961255
SrHfCaSnO6,6.436087606
SrHfCaTiO6,5.06131937
SrHfCsNbO6,4.252232394
SrHfCsVO6,1.925412534
SrHfGaNbO6,2.752638628
SrHfGaTaO6,3.492686975
SrHfInNbO6,1.472787671
SrHfInTaO6,2.142406138
SrHfKNbO6,4.334239422
SrHfKSbO6,5.652959022
SrHfLaAlO6,7.008201642
SrHfLaGaO6,7.241445283
SrHfLaInO6,6.550766008
SrHfLiNbO6,4.705854233
SrHfLiVO6,1.971766171
SrHfMgTiO6,5.499077752
SrHfMgZrO6,7.474759963
SrHfNaNbO6,4.417036691
SrHfNaSbO6,5.945060913
SrHfNaVO6,1.95911547
SrHfPbHfO6,5.913216316
SrHfPbTiO6,4.806805346
SrHfPbZrO6,5.85190613
SrHfRbNbO6,4.283633554
SrHfSnHfO6,5.167009671
SrHfSnTiO6,3.490516735
SrHfSnZrO6,5.142678923
SrHfSrGeO6,6.492423051
SrHfSrSiO6,7.274729675
SrHfSrSnO6,6.398151683
SrHfSrTiO6,4.808535196
SrHfSrZrO6,6.587499549
SrHfTlNbO6,2.789967739
SrHfTlTaO6,3.537462784
SrHfYAlO6,7.85475225
SrSiAgNbO6,3.735156221
SrSiCaGeO6,3.591819082
SrSiCaSiO6,5.791606342
SrSiCaSnO6,3.879590944
SrSiCaTiO6,4.490676552
SrSiLaAlO6,7.781253229
SrSiLaGaO6,5.025059286
SrSiLaInO6,5.1817765
SrSiLiNbO6,4.200926152
SrSiLiVO6,1.55928847
SrSiMgTiO6,5.003049204
SrSiSnTiO6,2.61479547
SrSiSrGeO6,3.06110138
SrSiSrSnO6,3.529644563
SrSiSrTiO6,4.387038008
SrSiYAlO6,8.103995713
SrSnAgNbO6,4.236154672
SrSnCaGeO6,2.579727765
SrSnCaSiO6,3.848751305
SrSnCaSnO6,3.697927802
SrSnCaTiO6,4.770072455
SrSnLaAlO6,5.552495553
SrSnLaGaO6,4.088655265
SrSnLaInO6,4.176892582
SrSnMgTiO6,5.151680803
SrSnSnTiO6,4.288963447
SrSnSrGeO6,2.299718075
SrSnSrTiO6,5.121862654
SrSnYAlO6,5.559431157
SrTiAgNbO6,3.339764295
SrTiCaGeO6,4.897520596
SrTiCaSiO6,4.487936065
SrTiCaSnO6,4.770601938
SrTiCaTiO6,3.931832825
SrTiLaAlO6,4.975239684
SrTiLaGaO6,5.29666036
SrTiLaInO6,5.292661823
SrTiLiNbO6,3.574708867
SrTiLiVO6,2.701019829
SrTiMgTiO6,4.740281538
SrTiSnTiO6,2.822797487
SrTiSrGeO6,4.676873549
SrTiYAlO6,5.292063377
SrZrAgNbO6,4.138226816
SrZrAgTaO6,4.170672569
SrZrBaSnO6,6.427321329
SrZrBaTiO6,4.674153802
SrZrCaGeO6,6.200940699
SrZrCaSiO6,6.823548556
SrZrCaSnO6,6.727992178
SrZrCaTiO6,5.064483253
SrZrCsNbO6,4.204970633
SrZrCsVO6,2.301070665
SrZrGaNbO6,2.75034975
SrZrGaTaO6,3.445174563
SrZrInNbO6,1.480554007
SrZrInTaO6,2.104380205
SrZrKNbO6,4.283561279
SrZrKSbO6,5.578868143
SrZrLaAlO6,6.741766285
SrZrLaGaO6,6.999519732
SrZrLaInO6,6.771740807
SrZrLiNbO6,4.959242475
SrZrLiTaO6,5.176051827
SrZrLiVO6,1.987131612
SrZrMgTiO6,5.717352915
SrZrMgZrO6,6.943180739
SrZrNaNbO6,4.375144271
SrZrNaSbO6,5.864816808
SrZrNaVO6,1.97424218
SrZrPbHfO6,5.851968532
SrZrPbTiO6,4.786374901
SrZrPbZrO6,5.795287748
SrZrRbNbO6,4.240433077
SrZrSnHfO6,5.142562912
SrZrSnTiO6,4.132405402
SrZrSnZrO6,5.126089659
SrZrSrGeO6,6.415338434
SrZrSrSiO6,6.767726491
SrZrSrSnO6,6.667386491
SrZrSrTiO6,4.765770048
SrZrTlNbO6,2.796095934
SrZrTlTaO6,3.494338204
SrZrYAlO6,7.46492109
TlNbAgNbO6,1.863303536
TlNbBaSnO6,2.988799268
TlNbBaTiO6,2.22130272
TlNbCaGeO6,2.121469287
TlNbCaSiO6,1.359093402
TlNbCaSnO6,3.248956849
TlNbCaTiO6,1.844661254
TlNbGaNbO6,1.151941955
TlNbLaAlO6,2.155799154
TlNbLaGaO6,2.713028066
TlNbLaInO6,3.075158113
TlNbLiNbO6,1.438117049
TlNbMgTiO6,1.737647718
TlNbNaNbO6,1.442237178
TlNbNaSbO6,1.927205191
TlNbSnTiO6,2.310134428
TlNbSrGeO6,2.080620924
TlNbSrSiO6,1.42267454
TlNbSrSnO6,3.155717175
TlNbSrTiO6,1.525019204
TlNbTlTaO6,1.496019087
TlNbYAlO6,2.005687868
TlTaAgNbO6,1.792626623
TlTaAgTaO6,2.28245774
TlTaBaSnO6,3.305403
TlTaCaGeO6,2.612967569
TlTaCaSiO6,2.222111758
TlTaCaSnO6,3.614900816
TlTaCaTiO6,1.862690557
TlTaCsNbO6,2.310062164
TlTaGaNbO6,1.474210517
TlTaKNbO6,1.760951658
TlTaKSbO6,2.0733894
TlTaLaAlO6,2.937475473
TlTaLaGaO6,3.420622789
TlTaLaInO6,3.687048868
TlTaLiNbO6,1.758171378
TlTaMgTiO6,2.451618012
TlTaNaNbO6,1.760295096
TlTaNaSbO6,2.276086568
TlTaPbTiO6,1.898800066
TlTaPbZrO6,3.507812622
TlTaSnHfO6,3.505613063
TlTaSnTiO6,1.850789899
TlTaSrGeO6,2.425121676
TlTaSrSiO6,2.29747616
TlTaSrSnO6,3.507231154
TlTaSrTiO6,1.87716885
TlTaYAlO6,2.819711084
